id,area,section,level,question,question_en
637,Backend,Architecture Distributed Systems,Middle,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
638,Backend,Databases,Middle,Какие ошибки часто допускают при работе с testing?,What common mistakes are made when working with testing?
638,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с CORS (advanced)?,What common mistakes are made when working with CORS (advanced)?
639,Backend,Databases,Middle,Как XSS влияет на производительность?,How does XSS affect performance?
639,Backend,Architecture Distributed Systems,Middle,Как React hooks влияет на производительность (advanced)?,How does React hooks affect performance (advanced)?
640,Backend,Databases,Middle,Приведите production-пример использования Node.js streams.,Give a production example of using Node.js streams.
640,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования state management.,Give a production example of using state management.
641,Backend,Databases,Middle,Что такое REST API?,What is REST API?
641,Backend,Architecture Distributed Systems,Middle,Что такое SSR (advanced)?,What is SSR (advanced)?
642,Backend,Databases,Middle,Как работает transactions?,How does transactions work?
642,Backend,Architecture Distributed Systems,Middle,Как работает testing (advanced)?,How does testing work (advanced)?
643,Backend,Databases,Middle,Когда использовать indexes?,When should you use indexes?
643,Backend,Architecture Distributed Systems,Middle,Когда использовать XSS (advanced)?,When should you use XSS (advanced)?
644,Backend,Databases,Middle,Какие проблемы возникают при использовании Redis caching?,What problems can arise when using Redis caching?
644,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании Node.js streams (advanced)?,What problems can arise when using Node.js streams (advanced)?
645,Backend,Databases,Middle,Как протестировать message queues?,How do you test message queues?
645,Backend,Architecture Distributed Systems,Middle,Как протестировать REST API (advanced)?,How do you test REST API (advanced)?
646,Backend,Databases,Middle,Как оптимизировать microservices?,How do you optimize microservices?
646,Backend,Architecture Distributed Systems,Middle,Как оптимизировать transactions (advanced)?,How do you optimize transactions (advanced)?
647,Backend,Databases,Middle,Сравните JWT с альтернативным подходом.,Compare JWT with an alternative approach.
647,Backend,Architecture Distributed Systems,Middle,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
648,Backend,Databases,Middle,Какие ошибки часто допускают при работе с Docker?,What common mistakes are made when working with Docker?
648,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с Redis caching (advanced)?,What common mistakes are made when working with Redis caching (advanced)?
649,Backend,Databases,Middle,Как observability влияет на производительность?,How does observability affect performance?
649,Backend,Architecture Distributed Systems,Middle,Как message queues влияет на производительность (advanced)?,How does message queues affect performance (advanced)?
650,Backend,Databases,Middle,Приведите production-пример использования system design.,Give a production example of using system design.
650,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования microservices.,Give a production example of using microservices.
651,Backend,Databases,Middle,Что такое closures?,What is closures?
651,Backend,Architecture Distributed Systems,Middle,Что такое JWT (advanced)?,What is JWT (advanced)?
652,Backend,Databases,Middle,Как работает event loop?,How does event loop work?
652,Backend,Architecture Distributed Systems,Middle,Как работает Docker (advanced)?,How does Docker work (advanced)?
653,Backend,Databases,Middle,Когда использовать promises?,When should you use promises?
653,Backend,Architecture Distributed Systems,Middle,Когда использовать observability (advanced)?,When should you use observability (advanced)?
654,Backend,Databases,Middle,Какие проблемы возникают при использовании async/await?,What problems can arise when using async/await?
654,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании system design (advanced)?,What problems can arise when using system design (advanced)?
655,Backend,Databases,Middle,Как протестировать prototypes?,How do you test prototypes?
655,Backend,Architecture Distributed Systems,Middle,Как протестировать closures (advanced)?,How do you test closures (advanced)?
656,Backend,Databases,Middle,Как оптимизировать TypeScript generics?,How do you optimize TypeScript generics?
656,Backend,Architecture Distributed Systems,Middle,Как оптимизировать event loop (advanced)?,How do you optimize event loop (advanced)?
657,Backend,Databases,Middle,Сравните accessibility с альтернативным подходом.,Compare accessibility with an alternative approach.
657,Backend,Architecture Distributed Systems,Middle,Сравните promises с альтернативным подходом.,Compare promises with an alternative approach.
658,Backend,Databases,Middle,Какие ошибки часто допускают при работе с CSS Grid?,What common mistakes are made when working with CSS Grid?
658,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с async/await (advanced)?,What common mistakes are made when working with async/await (advanced)?
659,Backend,Databases,Middle,Как HTTP caching влияет на производительность?,How does HTTP caching affect performance?
659,Backend,Architecture Distributed Systems,Middle,Как prototypes влияет на производительность (advanced)?,How does prototypes affect performance (advanced)?
660,Backend,Databases,Middle,Приведите production-пример использования CORS.,Give a production example of using CORS.
660,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования TypeScript generics.,Give a production example of using TypeScript generics.
661,Backend,Databases,Middle,Что такое React hooks?,What is React hooks?
661,Backend,Architecture Distributed Systems,Middle,Что такое accessibility (advanced)?,What is accessibility (advanced)?
662,Backend,Databases,Middle,Как работает state management?,How does state management work?
662,Backend,Architecture Distributed Systems,Middle,Как работает CSS Grid (advanced)?,How does CSS Grid work (advanced)?
663,Backend,Databases,Middle,Когда использовать SSR?,When should you use SSR?
663,Backend,Architecture Distributed Systems,Middle,Когда использовать HTTP caching (advanced)?,When should you use HTTP caching (advanced)?
664,Backend,Databases,Middle,Какие проблемы возникают при использовании testing?,What problems can arise when using testing?
664,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании CORS (advanced)?,What problems can arise when using CORS (advanced)?
665,Backend,Databases,Middle,Как протестировать XSS?,How do you test XSS?
665,Backend,Architecture Distributed Systems,Middle,Как протестировать React hooks (advanced)?,How do you test React hooks (advanced)?
666,Backend,Databases,Middle,Как оптимизировать Node.js streams?,How do you optimize Node.js streams?
666,Backend,Architecture Distributed Systems,Middle,Как оптимизировать state management (advanced)?,How do you optimize state management (advanced)?
667,Backend,Databases,Middle,Сравните REST API с альтернативным подходом.,Compare REST API with an alternative approach.
667,Backend,Architecture Distributed Systems,Middle,Сравните SSR с альтернативным подходом.,Compare SSR with an alternative approach.
668,Backend,Databases,Middle,Какие ошибки часто допускают при работе с transactions?,What common mistakes are made when working with transactions?
668,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с testing (advanced)?,What common mistakes are made when working with testing (advanced)?
669,Backend,Databases,Middle,Как indexes влияет на производительность?,How does indexes affect performance?
669,Backend,Architecture Distributed Systems,Middle,Как XSS влияет на производительность (advanced)?,How does XSS affect performance (advanced)?
670,Backend,Databases,Middle,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
670,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования Node.js streams.,Give a production example of using Node.js streams.
671,Backend,Databases,Middle,Что такое message queues?,What is message queues?
671,Backend,Architecture Distributed Systems,Middle,Что такое REST API (advanced)?,What is REST API (advanced)?
672,Backend,Databases,Middle,Как работает microservices?,How does microservices work?
672,Backend,Architecture Distributed Systems,Middle,Как работает transactions (advanced)?,How does transactions work (advanced)?
673,Backend,Databases,Middle,Когда использовать JWT?,When should you use JWT?
673,Backend,Architecture Distributed Systems,Middle,Когда использовать indexes (advanced)?,When should you use indexes (advanced)?
674,Backend,Databases,Middle,Какие проблемы возникают при использовании Docker?,What problems can arise when using Docker?
674,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании Redis caching (advanced)?,What problems can arise when using Redis caching (advanced)?
675,Backend,Databases,Middle,Как протестировать observability?,How do you test observability?
675,Backend,Architecture Distributed Systems,Middle,Как протестировать message queues (advanced)?,How do you test message queues (advanced)?
676,Backend,Databases,Senior,Как оптимизировать system design?,How do you optimize system design?
676,Backend,Architecture Distributed Systems,Senior,Как оптимизировать microservices (advanced)?,How do you optimize microservices (advanced)?
677,Backend,Databases,Senior,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
677,Backend,Architecture Distributed Systems,Senior,Сравните JWT с альтернативным подходом.,Compare JWT with an alternative approach.
678,Backend,Databases,Senior,Какие ошибки часто допускают при работе с event loop?,What common mistakes are made when working with event loop?
678,Backend,Architecture Distributed Systems,Senior,Какие ошибки часто допускают при работе с Docker (advanced)?,What common mistakes are made when working with Docker (advanced)?
679,Backend,Databases,Senior,Как promises влияет на производительность?,How does promises affect performance?
679,Backend,Architecture Distributed Systems,Senior,Как observability влияет на производительность (advanced)?,How does observability affect performance (advanced)?
680,Backend,Databases,Senior,Приведите production-пример использования async/await.,Give a production example of using async/await.
680,Backend,Architecture Distributed Systems,Senior,Приведите production-пример использования system design.,Give a production example of using system design.
681,Backend,Databases,Senior,Что такое prototypes?,What is prototypes?
681,Backend,Architecture Distributed Systems,Senior,Что такое closures (advanced)?,What is closures (advanced)?
682,Backend,Databases,Senior,Как работает TypeScript generics?,How does TypeScript generics work?
682,Backend,Architecture Distributed Systems,Senior,Как работает event loop (advanced)?,How does event loop work (advanced)?
683,Backend,Databases,Senior,Когда использовать accessibility?,When should you use accessibility?
683,Backend,Architecture Distributed Systems,Senior,Когда использовать promises (advanced)?,When should you use promises (advanced)?
684,Backend,Databases,Senior,Какие проблемы возникают при использовании CSS Grid?,What problems can arise when using CSS Grid?
684,Backend,Architecture Distributed Systems,Senior,Какие проблемы возникают при использовании async/await (advanced)?,What problems can arise when using async/await (advanced)?
685,Backend,Databases,Senior,Как протестировать HTTP caching?,How do you test HTTP caching?
685,Backend,Architecture Distributed Systems,Senior,Как протестировать prototypes (advanced)?,How do you test prototypes (advanced)?
686,Backend,Databases,Senior,Как оптимизировать CORS?,How do you optimize CORS?
686,Backend,Architecture Distributed Systems,Senior,Как оптимизировать TypeScript generics (advanced)?,How do you optimize TypeScript generics (advanced)?
687,Backend,Databases,Senior,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
687,Backend,Architecture Distributed Systems,Senior,Сравните accessibility с альтернативным подходом.,Compare accessibility with an alternative approach.
688,Backend,Databases,Senior,Какие ошибки часто допускают при работе с state management?,What common mistakes are made when working with state management?
688,Backend,Architecture Distributed Systems,Senior,Какие ошибки часто допускают при работе с CSS Grid (advanced)?,What common mistakes are made when working with CSS Grid (advanced)?
689,Backend,Databases,Senior,Как SSR влияет на производительность?,How does SSR affect performance?
689,Backend,Architecture Distributed Systems,Senior,Как HTTP caching влияет на производительность (advanced)?,How does HTTP caching affect performance (advanced)?
690,Backend,Databases,Senior,Приведите production-пример использования testing.,Give a production example of using testing.
690,Backend,Architecture Distributed Systems,Senior,Приведите production-пример использования CORS.,Give a production example of using CORS.
691,Backend,Databases,Senior,Что такое XSS?,What is XSS?
691,Backend,Architecture Distributed Systems,Senior,Что такое React hooks (advanced)?,What is React hooks (advanced)?
692,Backend,Databases,Senior,Как работает Node.js streams?,How does Node.js streams work?
692,Backend,Architecture Distributed Systems,Senior,Как работает state management (advanced)?,How does state management work (advanced)?
693,Backend,Databases,Senior,Когда использовать REST API?,When should you use REST API?
693,Backend,Architecture Distributed Systems,Senior,Когда использовать SSR (advanced)?,When should you use SSR (advanced)?
694,Backend,Databases,Senior,Какие проблемы возникают при использовании transactions?,What problems can arise when using transactions?
694,Backend,Architecture Distributed Systems,Senior,Какие проблемы возникают при использовании testing (advanced)?,What problems can arise when using testing (advanced)?
695,Backend,Databases,Senior,Как протестировать indexes?,How do you test indexes?
695,Backend,Architecture Distributed Systems,Senior,Как протестировать XSS (advanced)?,How do you test XSS (advanced)?
696,Backend,Databases,Senior,Как оптимизировать Redis caching?,How do you optimize Redis caching?
696,Backend,Architecture Distributed Systems,Senior,Как оптимизировать Node.js streams (advanced)?,How do you optimize Node.js streams (advanced)?
697,Backend,Databases,Senior,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
697,Backend,Architecture Distributed Systems,Senior,Сравните REST API с альтернативным подходом.,Compare REST API with an alternative approach.
698,Backend,Databases,Senior,Какие ошибки часто допускают при работе с microservices?,What common mistakes are made when working with microservices?
698,Backend,Architecture Distributed Systems,Senior,Какие ошибки часто допускают при работе с transactions (advanced)?,What common mistakes are made when working with transactions (advanced)?
699,Backend,Databases,Senior,Как JWT влияет на производительность?,How does JWT affect performance?
699,Backend,Architecture Distributed Systems,Senior,Как indexes влияет на производительность (advanced)?,How does indexes affect performance (advanced)?
700,Backend,Databases,Senior,Приведите production-пример использования Docker.,Give a production example of using Docker.
700,Backend,Architecture Distributed Systems,Senior,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
701,Backend,Architecture Distributed Systems,Junior,Что такое observability?,What is observability?
701,Backend,Security DevOps System Design,Junior,Что такое message queues (advanced)?,What is message queues (advanced)?
702,Backend,Architecture Distributed Systems,Junior,Как работает system design?,How does system design work?
702,Backend,Security DevOps System Design,Junior,Как работает microservices (advanced)?,How does microservices work (advanced)?
703,Backend,Architecture Distributed Systems,Junior,Когда использовать closures?,When should you use closures?
703,Backend,Security DevOps System Design,Junior,Когда использовать JWT (advanced)?,When should you use JWT (advanced)?
704,Backend,Architecture Distributed Systems,Junior,Какие проблемы возникают при использовании event loop?,What problems can arise when using event loop?
704,Backend,Security DevOps System Design,Junior,Какие проблемы возникают при использовании Docker (advanced)?,What problems can arise when using Docker (advanced)?
705,Backend,Architecture Distributed Systems,Junior,Как протестировать promises?,How do you test promises?
705,Backend,Security DevOps System Design,Junior,Как протестировать observability (advanced)?,How do you test observability (advanced)?
706,Backend,Architecture Distributed Systems,Junior,Как оптимизировать async/await?,How do you optimize async/await?
706,Backend,Security DevOps System Design,Junior,Как оптимизировать system design (advanced)?,How do you optimize system design (advanced)?
707,Backend,Architecture Distributed Systems,Junior,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
707,Backend,Security DevOps System Design,Junior,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
708,Backend,Architecture Distributed Systems,Junior,Какие ошибки часто допускают при работе с TypeScript generics?,What common mistakes are made when working with TypeScript generics?
708,Backend,Security DevOps System Design,Junior,Какие ошибки часто допускают при работе с event loop (advanced)?,What common mistakes are made when working with event loop (advanced)?
709,Backend,Architecture Distributed Systems,Junior,Как accessibility влияет на производительность?,How does accessibility affect performance?
709,Backend,Security DevOps System Design,Junior,Как promises влияет на производительность (advanced)?,How does promises affect performance (advanced)?
710,Backend,Architecture Distributed Systems,Junior,Приведите production-пример использования CSS Grid.,Give a production example of using CSS Grid.
710,Backend,Security DevOps System Design,Junior,Приведите production-пример использования async/await.,Give a production example of using async/await.
711,Backend,Architecture Distributed Systems,Junior,Что такое HTTP caching?,What is HTTP caching?
711,Backend,Security DevOps System Design,Junior,Что такое prototypes (advanced)?,What is prototypes (advanced)?
712,Backend,Architecture Distributed Systems,Junior,Как работает CORS?,How does CORS work?
712,Backend,Security DevOps System Design,Junior,Как работает TypeScript generics (advanced)?,How does TypeScript generics work (advanced)?
713,Backend,Architecture Distributed Systems,Junior,Когда использовать React hooks?,When should you use React hooks?
713,Backend,Security DevOps System Design,Junior,Когда использовать accessibility (advanced)?,When should you use accessibility (advanced)?
714,Backend,Architecture Distributed Systems,Junior,Какие проблемы возникают при использовании state management?,What problems can arise when using state management?
714,Backend,Security DevOps System Design,Junior,Какие проблемы возникают при использовании CSS Grid (advanced)?,What problems can arise when using CSS Grid (advanced)?
715,Backend,Architecture Distributed Systems,Junior,Как протестировать SSR?,How do you test SSR?
715,Backend,Security DevOps System Design,Junior,Как протестировать HTTP caching (advanced)?,How do you test HTTP caching (advanced)?
716,Backend,Architecture Distributed Systems,Junior,Как оптимизировать testing?,How do you optimize testing?
716,Backend,Security DevOps System Design,Junior,Как оптимизировать CORS (advanced)?,How do you optimize CORS (advanced)?
717,Backend,Architecture Distributed Systems,Junior,Сравните XSS с альтернативным подходом.,Compare XSS with an alternative approach.
717,Backend,Security DevOps System Design,Junior,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
718,Backend,Architecture Distributed Systems,Junior,Какие ошибки часто допускают при работе с Node.js streams?,What common mistakes are made when working with Node.js streams?
718,Backend,Security DevOps System Design,Junior,Какие ошибки часто допускают при работе с state management (advanced)?,What common mistakes are made when working with state management (advanced)?
719,Backend,Architecture Distributed Systems,Junior,Как REST API влияет на производительность?,How does REST API affect performance?
719,Backend,Security DevOps System Design,Junior,Как SSR влияет на производительность (advanced)?,How does SSR affect performance (advanced)?
720,Backend,Architecture Distributed Systems,Junior,Приведите production-пример использования transactions.,Give a production example of using transactions.
720,Backend,Security DevOps System Design,Junior,Приведите production-пример использования testing.,Give a production example of using testing.
721,Backend,Architecture Distributed Systems,Junior,Что такое indexes?,What is indexes?
721,Backend,Security DevOps System Design,Junior,Что такое XSS (advanced)?,What is XSS (advanced)?
722,Backend,Architecture Distributed Systems,Junior,Как работает Redis caching?,How does Redis caching work?
722,Backend,Security DevOps System Design,Junior,Как работает Node.js streams (advanced)?,How does Node.js streams work (advanced)?
723,Backend,Architecture Distributed Systems,Junior,Когда использовать message queues?,When should you use message queues?
723,Backend,Security DevOps System Design,Junior,Когда использовать REST API (advanced)?,When should you use REST API (advanced)?
724,Backend,Architecture Distributed Systems,Junior,Какие проблемы возникают при использовании microservices?,What problems can arise when using microservices?
724,Backend,Security DevOps System Design,Junior,Какие проблемы возникают при использовании transactions (advanced)?,What problems can arise when using transactions (advanced)?
725,Backend,Architecture Distributed Systems,Junior,Как протестировать JWT?,How do you test JWT?
725,Backend,Security DevOps System Design,Junior,Как протестировать indexes (advanced)?,How do you test indexes (advanced)?
726,Backend,Architecture Distributed Systems,Junior,Как оптимизировать Docker?,How do you optimize Docker?
726,Backend,Security DevOps System Design,Junior,Как оптимизировать Redis caching (advanced)?,How do you optimize Redis caching (advanced)?
727,Backend,Architecture Distributed Systems,Junior,Сравните observability с альтернативным подходом.,Compare observability with an alternative approach.
727,Backend,Security DevOps System Design,Junior,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
728,Backend,Architecture Distributed Systems,Junior,Какие ошибки часто допускают при работе с system design?,What common mistakes are made when working with system design?
728,Backend,Security DevOps System Design,Junior,Какие ошибки часто допускают при работе с microservices (advanced)?,What common mistakes are made when working with microservices (advanced)?
729,Backend,Architecture Distributed Systems,Junior,Как closures влияет на производительность?,How does closures affect performance?
729,Backend,Security DevOps System Design,Junior,Как JWT влияет на производительность (advanced)?,How does JWT affect performance (advanced)?
730,Backend,Architecture Distributed Systems,Junior,Приведите production-пример использования event loop.,Give a production example of using event loop.
730,Backend,Security DevOps System Design,Junior,Приведите production-пример использования Docker.,Give a production example of using Docker.
731,Backend,Architecture Distributed Systems,Middle,Что такое promises?,What is promises?
731,Backend,Security DevOps System Design,Middle,Что такое observability (advanced)?,What is observability (advanced)?
732,Backend,Architecture Distributed Systems,Middle,Как работает async/await?,How does async/await work?
732,Backend,Security DevOps System Design,Middle,Как работает system design (advanced)?,How does system design work (advanced)?
733,Backend,Architecture Distributed Systems,Middle,Когда использовать prototypes?,When should you use prototypes?
733,Backend,Security DevOps System Design,Middle,Когда использовать closures (advanced)?,When should you use closures (advanced)?
734,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании TypeScript generics?,What problems can arise when using TypeScript generics?
734,Backend,Security DevOps System Design,Middle,Какие проблемы возникают при использовании event loop (advanced)?,What problems can arise when using event loop (advanced)?
735,Backend,Architecture Distributed Systems,Middle,Как протестировать accessibility?,How do you test accessibility?
735,Backend,Security DevOps System Design,Middle,Как протестировать promises (advanced)?,How do you test promises (advanced)?
736,Backend,Architecture Distributed Systems,Middle,Как оптимизировать CSS Grid?,How do you optimize CSS Grid?
736,Backend,Security DevOps System Design,Middle,Как оптимизировать async/await (advanced)?,How do you optimize async/await (advanced)?
737,Backend,Architecture Distributed Systems,Middle,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
737,Backend,Security DevOps System Design,Middle,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
738,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с CORS?,What common mistakes are made when working with CORS?
738,Backend,Security DevOps System Design,Middle,Какие ошибки часто допускают при работе с TypeScript generics (advanced)?,What common mistakes are made when working with TypeScript generics (advanced)?
739,Backend,Architecture Distributed Systems,Middle,Как React hooks влияет на производительность?,How does React hooks affect performance?
739,Backend,Security DevOps System Design,Middle,Как accessibility влияет на производительность (advanced)?,How does accessibility affect performance (advanced)?
740,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования state management.,Give a production example of using state management.
740,Backend,Security DevOps System Design,Middle,Приведите production-пример использования CSS Grid.,Give a production example of using CSS Grid.
741,Backend,Architecture Distributed Systems,Middle,Что такое SSR?,What is SSR?
741,Backend,Security DevOps System Design,Middle,Что такое HTTP caching (advanced)?,What is HTTP caching (advanced)?
742,Backend,Architecture Distributed Systems,Middle,Как работает testing?,How does testing work?
742,Backend,Security DevOps System Design,Middle,Как работает CORS (advanced)?,How does CORS work (advanced)?
743,Backend,Architecture Distributed Systems,Middle,Когда использовать XSS?,When should you use XSS?
743,Backend,Security DevOps System Design,Middle,Когда использовать React hooks (advanced)?,When should you use React hooks (advanced)?
744,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании Node.js streams?,What problems can arise when using Node.js streams?
744,Backend,Security DevOps System Design,Middle,Какие проблемы возникают при использовании state management (advanced)?,What problems can arise when using state management (advanced)?
745,Backend,Architecture Distributed Systems,Middle,Как протестировать REST API?,How do you test REST API?
745,Backend,Security DevOps System Design,Middle,Как протестировать SSR (advanced)?,How do you test SSR (advanced)?
746,Backend,Architecture Distributed Systems,Middle,Как оптимизировать transactions?,How do you optimize transactions?
746,Backend,Security DevOps System Design,Middle,Как оптимизировать testing (advanced)?,How do you optimize testing (advanced)?
747,Backend,Architecture Distributed Systems,Middle,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
747,Backend,Security DevOps System Design,Middle,Сравните XSS с альтернативным подходом.,Compare XSS with an alternative approach.
748,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с Redis caching?,What common mistakes are made when working with Redis caching?
748,Backend,Security DevOps System Design,Middle,Какие ошибки часто допускают при работе с Node.js streams (advanced)?,What common mistakes are made when working with Node.js streams (advanced)?
749,Backend,Architecture Distributed Systems,Middle,Как message queues влияет на производительность?,How does message queues affect performance?
749,Backend,Security DevOps System Design,Middle,Как REST API влияет на производительность (advanced)?,How does REST API affect performance (advanced)?
750,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования microservices.,Give a production example of using microservices.
750,Backend,Security DevOps System Design,Middle,Приведите production-пример использования transactions.,Give a production example of using transactions.
751,Backend,Architecture Distributed Systems,Middle,Что такое JWT?,What is JWT?
751,Backend,Security DevOps System Design,Middle,Что такое indexes (advanced)?,What is indexes (advanced)?
752,Backend,Architecture Distributed Systems,Middle,Как работает Docker?,How does Docker work?
752,Backend,Security DevOps System Design,Middle,Как работает Redis caching (advanced)?,How does Redis caching work (advanced)?
753,Backend,Architecture Distributed Systems,Middle,Когда использовать observability?,When should you use observability?
753,Backend,Security DevOps System Design,Middle,Когда использовать message queues (advanced)?,When should you use message queues (advanced)?
754,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании system design?,What problems can arise when using system design?
754,Backend,Security DevOps System Design,Middle,Какие проблемы возникают при использовании microservices (advanced)?,What problems can arise when using microservices (advanced)?
755,Backend,Architecture Distributed Systems,Middle,Как протестировать closures?,How do you test closures?
755,Backend,Security DevOps System Design,Middle,Как протестировать JWT (advanced)?,How do you test JWT (advanced)?
756,Backend,Architecture Distributed Systems,Middle,Как оптимизировать event loop?,How do you optimize event loop?
756,Backend,Security DevOps System Design,Middle,Как оптимизировать Docker (advanced)?,How do you optimize Docker (advanced)?
757,Backend,Architecture Distributed Systems,Middle,Сравните promises с альтернативным подходом.,Compare promises with an alternative approach.
757,Backend,Security DevOps System Design,Middle,Сравните observability с альтернативным подходом.,Compare observability with an alternative approach.
758,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с async/await?,What common mistakes are made when working with async/await?
758,Backend,Security DevOps System Design,Middle,Какие ошибки часто допускают при работе с system design (advanced)?,What common mistakes are made when working with system design (advanced)?
759,Backend,Architecture Distributed Systems,Middle,Как prototypes влияет на производительность?,How does prototypes affect performance?
759,Backend,Security DevOps System Design,Middle,Как closures влияет на производительность (advanced)?,How does closures affect performance (advanced)?
760,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования TypeScript generics.,Give a production example of using TypeScript generics.
760,Backend,Security DevOps System Design,Middle,Приведите production-пример использования event loop.,Give a production example of using event loop.
761,Backend,Architecture Distributed Systems,Middle,Что такое accessibility?,What is accessibility?
761,Backend,Security DevOps System Design,Middle,Что такое promises (advanced)?,What is promises (advanced)?
762,Backend,Architecture Distributed Systems,Middle,Как работает CSS Grid?,How does CSS Grid work?
762,Backend,Security DevOps System Design,Middle,Как работает async/await (advanced)?,How does async/await work (advanced)?
763,Backend,Architecture Distributed Systems,Middle,Когда использовать HTTP caching?,When should you use HTTP caching?
763,Backend,Security DevOps System Design,Middle,Когда использовать prototypes (advanced)?,When should you use prototypes (advanced)?
764,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании CORS?,What problems can arise when using CORS?
764,Backend,Security DevOps System Design,Middle,Какие проблемы возникают при использовании TypeScript generics (advanced)?,What problems can arise when using TypeScript generics (advanced)?
765,Backend,Architecture Distributed Systems,Middle,Как протестировать React hooks?,How do you test React hooks?
765,Backend,Security DevOps System Design,Middle,Как протестировать accessibility (advanced)?,How do you test accessibility (advanced)?
766,Backend,Architecture Distributed Systems,Middle,Как оптимизировать state management?,How do you optimize state management?
766,Backend,Security DevOps System Design,Middle,Как оптимизировать CSS Grid (advanced)?,How do you optimize CSS Grid (advanced)?
767,Backend,Architecture Distributed Systems,Middle,Сравните SSR с альтернативным подходом.,Compare SSR with an alternative approach.
767,Backend,Security DevOps System Design,Middle,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
768,Backend,Architecture Distributed Systems,Middle,Какие ошибки часто допускают при работе с testing?,What common mistakes are made when working with testing?
768,Backend,Security DevOps System Design,Middle,Какие ошибки часто допускают при работе с CORS (advanced)?,What common mistakes are made when working with CORS (advanced)?
769,Backend,Architecture Distributed Systems,Middle,Как XSS влияет на производительность?,How does XSS affect performance?
769,Backend,Security DevOps System Design,Middle,Как React hooks влияет на производительность (advanced)?,How does React hooks affect performance (advanced)?
770,Backend,Architecture Distributed Systems,Middle,Приведите production-пример использования Node.js streams.,Give a production example of using Node.js streams.
770,Backend,Security DevOps System Design,Middle,Приведите production-пример использования state management.,Give a production example of using state management.
771,Backend,Architecture Distributed Systems,Middle,Что такое REST API?,What is REST API?
771,Backend,Security DevOps System Design,Middle,Что такое SSR (advanced)?,What is SSR (advanced)?
772,Backend,Architecture Distributed Systems,Middle,Как работает transactions?,How does transactions work?
772,Backend,Security DevOps System Design,Middle,Как работает testing (advanced)?,How does testing work (advanced)?
773,Backend,Architecture Distributed Systems,Middle,Когда использовать indexes?,When should you use indexes?
773,Backend,Security DevOps System Design,Middle,Когда использовать XSS (advanced)?,When should you use XSS (advanced)?
774,Backend,Architecture Distributed Systems,Middle,Какие проблемы возникают при использовании Redis caching?,What problems can arise when using Redis caching?
774,Backend,Security DevOps System Design,Middle,Какие проблемы возникают при использовании Node.js streams (advanced)?,What problems can arise when using Node.js streams (advanced)?
775,Backend,Architecture Distributed Systems,Middle,Как протестировать message queues?,How do you test message queues?
775,Backend,Security DevOps System Design,Middle,Как протестировать REST API (advanced)?,How do you test REST API (advanced)?
776,Backend,Architecture Distributed Systems,Senior,Как оптимизировать microservices?,How do you optimize microservices?
776,Backend,Security DevOps System Design,Senior,Как оптимизировать transactions (advanced)?,How do you optimize transactions (advanced)?
777,Backend,Architecture Distributed Systems,Senior,Сравните JWT с альтернативным подходом.,Compare JWT with an alternative approach.
777,Backend,Security DevOps System Design,Senior,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
